PCON24CD,Theme,Title,Value
E14000597,health,GP appointments: not attended,4.846
E14000597,health,GP appointments: patients enabled to book and cancel online,41.706
E14000597,health,GP appointments: per patient,5.241
E14000597,health,GP appointments: satisfied with practice appointment times,48.146
E14000597,health,GP appointments: taking place within 14 days of booking,82.119
E14000597,health,GP appointments: taking place within 2 days of booking,40.85
E14000597,health,GPs: electronic prescription items,98.603
E14000597,health,GPs: patients enabled to order repeat prescriptions online,54.965
E14000597,society,EU referendum,0.435923134
E14000597,society,Educational attainment: GCSE A*-C English/Maths,55
E14000597,society,Educational attainment: KS2 Attainment,53
E14000597,society,Educational attainment: KS4 Attainment 8,40.3
E14000597,society,General Election: 12 December 2019,Lab
E14000597,society,General Election: 7 May 2015,Con
E14000597,society,General Election: 8 June 2017,Lab
E14000597,society,School allocations per pupil (nominal),5825
E14000597,society,School allocations per pupil (real),5825
E14000597,society,Sexuality,81.5
E14000597,transport,Active travel: cycle at least once a month,23.5
E14000597,transport,Active travel: cycle at least once a week,18.5
E14000597,transport,Active travel: cycle three times a week,9.4
E14000597,transport,Active travel: walk at least once a month,79.5
E14000597,transport,Active travel: walk at least once a week,73.1
E14000597,transport,Active travel: walk three times a week,54.3
E14000597,transport,Distance travelled to work,5611
E14000597,transport,Road traffic accidents: all,183
E14000597,transport,Road traffic accidents: fatal,55
E14000598,economy,House price wage ratio,14.0127
E14000598,economy,Unemployment,0.0339
E14000598,economy,Wages,34723
E14000598,energy,Efficiency of Housing,66
E14000598,energy,Fuel poverty,14.3
E14000598,environment,City and town classification,Village or smaller
E14000598,environment,Climate change: drought,2.503013
E14000598,environment,Climate change: heatwaves,19.01026
E14000598,environment,Climate change: rainfall,-0.01182
E14000598,environment,Climate change: rainfall anomaly,0.3037
E14000598,environment,Climate change: temperature,3.397428
E14000598,environment,Climate change: warmest days,6.995211
E14000598,environment,Climate change: wettest days,14.50231
E14000598,health,Disability,0.175
E14000598,health,GP appointments: good overall experience of making an appointment,58.48
E14000598,health,GP appointments: not attended,4.232
E14000598,health,GP appointments: patients enabled to book and cancel online,50.055
E14000598,health,GP appointments: per patient,4.453
E14000598,health,GP appointments: satisfied with practice appointment times,49.461
E14000598,health,GP appointments: taking place within 14 days of booking,89.227
E14000598,health,GP appointments: taking place within 2 days of booking,47.907
E14000598,health,GPs: electronic prescription items,97.497
E14000598,health,GPs: patients enabled to order repeat prescriptions online,52.97
E14000598,society,EU referendum,0.259335501
E14000598,society,Educational attainment: GCSE A*-C English/Maths,83
E14000598,society,Educational attainment: KS2 Attainment,61
E14000598,society,Educational attainment: KS4 Attainment 8,55.6
E14000598,society,General Election: 12 December 2019,Green
E14000598,society,General Election: 7 May 2015,Green
E14000598,society,General Election: 8 June 2017,Green
E14000598,society,School allocations per pupil (nominal),5274
E14000598,society,School allocations per pupil (real),5274
E14000598,society,Sexuality,78.9
E14000598,transport,Active travel: cycle at least once a month,23.9
E14000598,transport,Active travel: cycle at least once a week,18.8
E14000598,transport,Active travel: cycle three times a week,9.7
E14000598,transport,Active travel: walk at least once a month,79.2
E14000598,transport,Active travel: walk at least once a week,72.8
E14000598,transport,Active travel: walk three times a week,54.2
E14000598,transport,Distance travelled to work,8309
E14000598,transport,Road traffic accidents: all,271
E14000598,transport,Road traffic accidents: fatal,68
E14000599,economy,House price wage ratio,10.209
E14000599,economy,Unemployment,0.0369
E14000599,economy,Wages,34317
E14000599,energy,Efficiency of Housing,67
E14000599,energy,Fuel poverty,12.9
E14000599,environment,City and town classification,Core City (outside London)
E14000599,environment,Climate change: drought,2.82191
E14000599,environment,Climate change: heatwaves,17.72677
E14000599,environment,Climate change: rainfall,-0.08412
E14000599,environment,Climate change: rainfall anomaly,0.185354
E14000599,environment,Climate change: temperature,3.311032
E14000599,environment,Climate change: warmest days,6.926045
E14000599,environment,Climate change: wettest days,7.730175
E14000599,health,Disability,0.18
E14000599,health,GP appointments: good overall experience of making an appointment,60.805
E14000599,health,GP appointments: not attended,5.481
E14000599,health,GP appointments: patients enabled to book and cancel online,50.351
E14000599,health,GP appointments: per patient,4.709
E14000599,health,GP appointments: satisfied with practice appointment times,51.59
E14000599,health,GP appointments: taking place within 14 days of booking,87.356
E14000599,health,GP appointments: taking place within 2 days of booking,42.847
E14000599,health,GPs: electronic prescription items,95.857
E14000599,health,GPs: patients enabled to order repeat prescriptions online,49.698
E14000599,society,EU referendum,0.467952718
E14000599,society,Educational attainment: GCSE A*-C English/Maths,68
E14000599,society,Educational attainment: KS2 Attainment,56
E14000599,society,Educational attainment: KS4 Attainment 8,47.8
E14000599,society,General Election: 12 December 2019,Lab
E14000599,society,General Election: 7 May 2015,Lab
E14000599,society,General Election: 8 June 2017,Lab
E14000599,society,School allocations per pupil (nominal),5649
E14000599,society,School allocations per pupil (real),5649
E14000599,society,Sexuality,87
E14000599,transport,Active travel: cycle at least once a month,21.8
E14000599,transport,Active travel: cycle at least once a week,17
E14000599,transport,Active travel: cycle three times a week,9.6
E14000599,transport,Active travel: walk at least once a month,80.8
E14000599,transport,Active travel: walk at least once a week,74.7
E14000599,transport,Active travel: walk three times a week,48.1
E14000599,transport,Distance travelled to work,4857
E14000599,transport,Road traffic accidents: all,162
E14000599,transport,Road traffic accidents: fatal,10
E14000600,economy,House price wage ratio,11.6667
E14000600,economy,Unemployment,0.0318
E14000600,economy,Wages,34417
E14000600,energy,Efficiency of Housing,67
E14000600,energy,Fuel poverty,11.7
E14000600,environment,City and town classification,Core City (outside London)
E14000600,environment,Climate change: drought,2.775818
E14000600,environment,Climate change: heatwaves,15.14985
E14000600,environment,Climate change: rainfall,-0.06516
E14000600,environment,Climate change: rainfall anomaly,0.179036
E14000600,environment,Climate change: temperature,3.250413
E14000600,environment,Climate change: warmest days,6.067389
E14000600,environment,Climate change: wettest days,12.13198
E14000600,health,Disability,0.182
E14000600,health,GP appointments: good overall experience of making an appointment,63.616
E14000600,health,GP appointments: not attended,4.333
E14000600,health,GP appointments: patients enabled to book and cancel online,54.564
E14000600,health,GP appointments: per patient,5.937
E14000600,health,GP appointments: satisfied with practice appointment times,53.591
E14000600,health,GP appointments: taking place within 14 days of booking,89.325
E14000600,health,GP appointments: taking place within 2 days of booking,50.308
E14000600,health,GPs: electronic prescription items,96.715
E14000600,health,GPs: patients enabled to order repeat prescriptions online,54.568
E14000600,society,EU referendum,0.38852812
E14000600,society,Educational attainment: GCSE A*-C English/Maths,67
E14000600,society,Educational attainment: KS2 Attainment,58
E14000600,society,Educational attainment: KS4 Attainment 8,48.6
E14000600,society,General Election: 12 December 2019,Lab
E14000600,society,General Election: 7 May 2015,Con
E14000600,society,General Election: 8 June 2017,Lab
E14000600,society,School allocations per pupil (nominal),5533
E14000600,society,School allocations per pupil (real),5533
E14000600,society,Sexuality,88
E14000600,transport,Active travel: cycle at least once a month,21.8
E14000600,transport,Active travel: cycle at least once a week,17
E14000600,transport,Active travel: cycle three times a week,9.6
E14000600,transport,Active travel: walk at least once a month,80.8
E14000600,transport,Active travel: walk at least once a week,74.7
E14000600,transport,Active travel: walk three times a week,48.1
E14000600,transport,Distance travelled to work,6234
E14000600,transport,Road traffic accidents: all,163
E14000600,transport,Road traffic accidents: fatal,17
E14000601,economy,House price wage ratio,10.4762
E14000601,economy,Unemployment,0.0393
E14000601,economy,Wages,35956
E14000601,energy,Efficiency of Housing,67
E14000601,energy,Fuel poverty,13.6
E14000601,environment,City and town classification,Core City (outside London)
E14000601,environment,Climate change: drought,2.821287
E14000601,environment,Climate change: heatwaves,16.39798
E14000601,environment,Climate change: rainfall,-0.0864
E14000601,environment,Climate change: rainfall anomaly,0.194308
E14000601,environment,Climate change: temperature,3.291357
E14000601,environment,Climate change: warmest days,6.612005
E14000601,environment,Climate change: wettest days,8.422716
E14000601,health,Disability,0.187
E14000601,health,GP appointments: good overall experience of making an appointment,48.226
E14000601,health,GP appointments: not attended,5.083
E14000601,health,GP appointments: patients enabled to book and cancel online,35.259
E14000601,health,GP appointments: per patient,5.016
E14000601,health,GP appointments: satisfied with practice appointment times,45.76
E14000601,health,GP appointments: taking place within 14 days of booking,92.023
E14000601,health,GP appointments: taking place within 2 days of booking,41.634
E14000601,health,GPs: electronic prescription items,94.129
E14000601,health,GPs: patients enabled to order repeat prescriptions online,43.2
E14000601,society,EU referendum,0.479528379
E14000601,society,Educational attainment: GCSE A*-C English/Maths,54
E14000601,society,Educational attainment: KS2 Attainment,58
E14000601,society,Educational attainment: KS4 Attainment 8,40.1
E14000601,society,General Election: 12 December 2019,Lab
E14000601,society,General Election: 7 May 2015,Lab
E14000601,society,General Election: 8 June 2017,Lab
E14000601,society,School allocations per pupil (nominal),5665
E14000601,society,School allocations per pupil (real),5665
E14000601,society,Sexuality,87.7
E14000601,transport,Active travel: cycle at least once a month,21.8
E14000601,transport,Active travel: cycle at least once a week,17
E14000601,transport,Active travel: cycle three times a week,9.6
E14000601,transport,Active travel: walk at least once a month,80.8
E14000601,transport,Active travel: walk at least once a week,74.7
E14000601,transport,Active travel: walk three times a week,48.1
E14000601,transport,Distance travelled to work,7571
E14000601,transport,Road traffic accidents: all,136
E14000601,transport,Road traffic accidents: fatal,20
E14000602,economy,House price wage ratio,11.276
E14000602,economy,Unemployment,0.0342
E14000602,economy,Wages,37033
E14000602,energy,Efficiency of Housing,67
E14000602,energy,Fuel poverty,16.1
E14000602,environment,City and town classification,Core City (outside London)
E14000602,environment,Climate change: drought,2.821287
E14000602,environment,Climate change: heatwaves,16.39798
E14000602,environment,Climate change: rainfall,-0.0864
E14000602,environment,Climate change: rainfall anomaly,0.194308
E14000602,environment,Climate change: temperature,3.291357
E14000602,environment,Climate change: warmest days,6.612005
E14000602,environment,Climate change: wettest days,8.422716
E14000602,health,Disability,0.144
E14000602,health,GP appointments: good overall experience of making an appointment,51.288
E14000602,health,GP appointments: not attended,6.219
E14000602,health,GP appointments: patients enabled to book and cancel online,53.529
E14000602,health,GP appointments: per patient,4.529
E14000602,health,GP appointments: satisfied with practice appointment times,47.602
E14000602,health,GP appointments: taking place within 14 days of booking,84.137
E14000602,health,GP appointments: taking place within 2 days of booking,45.131
E14000602,health,GPs: electronic prescription items,96.249
E14000602,health,GPs: patients enabled to order repeat prescriptions online,53.091
E14000602,society,EU referendum,0.207115084
E14000602,society,Educational attainment: GCSE A*-C English/Maths,78
E14000602,society,Educational attainment: KS2 Attainment,61
E14000602,society,Educational attainment: KS4 Attainment 8,55.6
E14000602,society,General Election: 12 December 2019,Lab
E14000602,society,General Election: 7 May 2015,Lab
E14000602,society,General Election: 8 June 2017,Lab
E14000602,society,School allocations per pupil (nominal),5436
E14000602,society,School allocations per pupil (real),5436
E14000602,society,Sexuality,80.7
E14000602,transport,Active travel: cycle at least once a month,21.8
E14000602,transport,Active travel: cycle at least once a week,17
E14000602,transport,Active travel: cycle three times a week,9.6
E14000602,transport,Active travel: walk at least once a month,80.8
E14000602,transport,Active travel: walk at least once a week,74.7
E14000602,transport,Active travel: walk three times a week,48.1
E14000602,transport,Distance travelled to work,12146
E14000602,transport,Road traffic accidents: all,374
E14000602,transport,Road traffic accidents: fatal,42
E14000603,economy,House price wage ratio,11.0366
E14000603,economy,Unemployment,0.0197
E14000603,economy,Wages,33372
E14000603,energy,Efficiency of Housing,66
E14000603,energy,Fuel poverty,11
E14000603,environment,City and town classification,Small Town
E14000603,environment,Climate change: drought,3.523643
E14000603,environment,Climate change: heatwaves,14.50238
E14000603,environment,Climate change: rainfall,-0.12404
E14000603,environment,Climate change: rainfall anomaly,0.075916
E14000603,environment,Climate change: temperature,3.214924
E14000603,environment,Climate change: warmest days,6.211637
E14000603,environment,Climate change: wettest days,3.31907
E14000603,health,Disability,0.19
E14000603,health,GP appointments: good overall experience of making an appointment,57.167
E14000603,health,GP appointments: not attended,3.027
E14000603,health,GP appointments: patients enabled to book and cancel online,51.309
E14000603,health,GP appointments: per patient,6.922
E14000603,health,GP appointments: satisfied with practice appointment times,49.762
E14000603,health,GP appointments: taking place within 14 days of booking,87.63
E14000603,health,GP appointments: taking place within 2 days of booking,42.843
E14000603,health,GPs: electronic prescription items,60.013
E14000603,health,GPs: patients enabled to order repeat prescriptions online,55.839
E14000603,society,EU referendum,0.54100848
E14000603,society,Educational attainment: GCSE A*-C English/Maths,71
E14000603,society,Educational attainment: KS2 Attainment,50
E14000603,society,Educational attainment: KS4 Attainment 8,47.9
E14000603,society,General Election: 12 December 2019,Con
E14000603,society,General Election: 7 May 2015,Con
E14000603,society,General Election: 8 June 2017,Con
E14000603,society,School allocations per pupil (nominal),5160
E14000603,society,School allocations per pupil (real),5160
E14000603,society,Sexuality,91.1
E14000603,transport,Active travel: cycle at least once a month,13.1
E14000603,transport,Active travel: cycle at least once a week,8.5
E14000603,transport,Active travel: cycle three times a week,0
E14000603,transport,Active travel: walk at least once a month,78.8
E14000603,transport,Active travel: walk at least once a week,70.3
E14000603,transport,Active travel: walk three times a week,42.1
E14000603,transport,Distance travelled to work,3281
E14000603,transport,Road traffic accidents: all,170
E14000603,transport,Road traffic accidents: fatal,36
E14000604,economy,House price wage ratio,12.4634
E14000604,economy,Unemployment,0.0352
E14000604,economy,Wages,48114
E14000604,energy,Efficiency of Housing,66
E14000604,energy,Fuel poverty,9.2
E14000604,environment,City and town classification,Core City (London)
E14000604,environment,Climate change: drought,3.564755
E14000604,environment,Climate change: heatwaves,21.73372
E14000604,environment,Climate change: rainfall,-0.11299
E14000604,environment,Climate change: rainfall anomaly,0.079226
E14000604,environment,Climate change: temperature,3.457554
E14000604,environment,Climate change: warmest days,6.448222
E14000604,environment,Climate change: wettest days,7.871071
E14000604,health,Disability,0.143
E14000604,health,GP appointments: good overall experience of making an appointment,52.001
E14000604,health,GP appointments: not attended,4.655
E14000604,health,GP appointments: patients enabled to book and cancel online,56.715
E14000604,health,GP appointments: per patient,4.235
E14000604,health,GP appointments: satisfied with practice appointment times,46.016
E14000604,health,GP appointments: taking place within 14 days of booking,89.417
E14000604,health,GP appointments: taking place within 2 days of booking,48.864
E14000604,health,GPs: electronic prescription items,96.615
E14000604,health,GPs: patients enabled to order repeat prescriptions online,56.424
E14000604,society,EU referendum,0.498288693
E14000604,society,Educational attainment: GCSE A*-C English/Maths,70
E14000604,society,Educational attainment: KS2 Attainment,69
E14000604,society,Educational attainment: KS4 Attainment 8,49.7
E14000604,society,General Election: 12 December 2019,Con
E14000604,society,General Election: 7 May 2015,Con
E14000604,society,General Election: 8 June 2017,Con
E14000604,society,School allocations per pupil (nominal),5554
E14000604,society,School allocations per pupil (real),5554
E14000604,society,Sexuality,90
E14000604,transport,Active travel: cycle at least once a month,13.2
E14000604,transport,Active travel: cycle at least once a week,7.9
E14000604,transport,Active travel: cycle three times a week,0
E14000604,transport,Active travel: walk at least once a month,81.6
E14000604,transport,Active travel: walk at least once a week,76.1
E14000604,transport,Active travel: walk three times a week,44.7
E14000604,transport,Distance travelled to work,2732
E14000604,transport,Road traffic accidents: all,180
E14000604,transport,Road traffic accidents: fatal,29
E14000605,economy,House price wage ratio,10.6013
E14000605,economy,Unemployment,0.0236
E14000605,economy,Wages,38416
E14000605,energy,Efficiency of Housing,66
E14000605,energy,Fuel poverty,14.2
E14000605,environment,City and town classification,Large Town
E14000605,environment,Climate change: drought,3.266368
E14000605,environment,Climate change: heatwaves,18.48088
E14000605,environment,Climate change: rainfall,-0.11907
E14000605,environment,Climate change: rainfall anomaly,0.204019
E14000605,environment,Climate change: temperature,3.32331
E14000605,environment,Climate change: warmest days,6.94835
E14000605,environment,Climate change: wettest days,5.811421
E14000605,health,Disability,0.166
E14000605,health,GP appointments: good overall experience of making an appointment,66.706
E14000605,health,GP appointments: not attended,3.327
E14000605,health,GP appointments: patients enabled to book and cancel online,52.196
E14000605,health,GP appointments: per patient,6.465
E14000605,health,GP appointments: satisfied with practice appointment times,58.534
E14000605,health,GP appointments: taking place within 14 days of booking,95.451
E14000605,health,GP appointments: taking place within 2 days of booking,55.467
E14000605,health,GPs: electronic prescription items,86.124
E14000605,health,GPs: patients enabled to order repeat prescriptions online,52.116
E14000605,society,EU referendum,0.553651279
E14000605,society,Educational attainment: GCSE A*-C English/Maths,75
E14000605,society,Educational attainment: KS2 Attainment,65
E14000605,society,Educational attainment: KS4 Attainment 8,50.3
E14000605,society,General Election: 12 December 2019,Con
E14000605,society,General Election: 7 May 2015,Con
E14000605,society,General Election: 8 June 2017,Con
E14000605,society,School allocations per pupil (nominal),5313
E14000605,society,School allocations per pupil (real),5313
E14000605,society,Sexuality,92
E14000605,transport,Active travel: cycle at least once a month,9.4
E14000605,transport,Active travel: cycle at least once a week,0
E14000605,transport,Active travel: cycle three times a week,0
E14000605,transport,Active travel: walk at least once a month,81.4
E14000605,transport,Active travel: walk at least once a week,70.8
E14000605,transport,Active travel: walk three times a week,42.5
E14000605,transport,Distance travelled to work,3416
E14000605,transport,Road traffic accidents: all,173
E14000605,transport,Road traffic accidents: fatal,39
E14000606,economy,House price wage ratio,10.9898
E14000606,economy,Unemployment,0.0325
E14000606,economy,Wages,37887
E14000606,energy,Efficiency of Housing,68
E14000606,energy,Fuel poverty,8.1
E14000606,environment,City and town classification,Village or smaller
E14000606,environment,Climate change: drought,3.262812
E14000606,environment,Climate change: heatwaves,21.8716
E14000606,environment,Climate change: rainfall,-0.08839
E14000606,environment,Climate change: rainfall anomaly,0.048128
E14000606,environment,Climate change: temperature,3.465224
E14000606,environment,Climate change: warmest days,6.53342
E14000606,environment,Climate change: wettest days,6.894906
E14000606,health,Disability,0.143
E14000606,health,GP appointments: good overall experience of making an appointment,46.577
E14000606,health,GP appointments: not attended,2.999
E14000606,health,GP appointments: patients enabled to book and cancel online,35.203
E14000606,health,GP appointments: per patient,5.525
E14000606,health,GP appointments: satisfied with practice appointment times,39.871
E14000606,health,GP appointments: taking place within 14 days of booking,89.75
E14000606,health,GP appointments: taking place within 2 days of booking,53.548
E14000606,health,GPs: electronic prescription items,98.651
E14000606,health,GPs: patients enabled to order repeat prescriptions online,50.074
E14000606,society,EU referendum,0.655347732
E14000606,society,Educational attainment: GCSE A*-C English/Maths,70
E14000606,society,Educational attainment: KS2 Attainment,57
E14000606,society,Educational attainment: KS4 Attainment 8,48.2
E14000606,society,General Election: 12 December 2019,Con
E14000606,society,General Election: 7 May 2015,Con
E14000606,society,General Election: 8 June 2017,Con
E14000606,society,School allocations per pupil (nominal),5388
E14000606,society,School allocations per pupil (real),5388
E14000606,society,Sexuality,91.4
E14000606,transport,Active travel: cycle at least once a month,10.6
E14000606,transport,Active travel: cycle at least once a week,6.9
E14000606,transport,Active travel: cycle three times a week,0
E14000606,transport,Active travel: walk at least once a month,75.2
E14000606,transport,Active travel: walk at least once a week,66.4
E14000606,transport,Active travel: walk three times a week,38.9
E14000606,transport,Distance travelled to work,4578
E14000606,transport,Road traffic accidents: all,126
E14000606,transport,Road traffic accidents: fatal,15
E14000607,economy,House price wage ratio,6.9971
E14000607,economy,Unemployment,0.0237
E14000607,economy,Wages,35516
E14000607,energy,Efficiency of Housing,65
E14000607,energy,Fuel poverty,13.1
E14000607,environment,City and town classification,Village or smaller
E14000607,environment,Climate change: drought,3.01222
E14000607,environment,Climate change: heatwaves,16.89192
E14000607,environment,Climate change: rainfall,-0.12062
E14000607,environment,Climate change: rainfall anomaly,0.143926
E14000607,environment,Climate change: temperature,3.304031
E14000607,environment,Climate change: warmest days,6.692662
E14000607,environment,Climate change: wettest days,2.465821
E14000607,health,Disability,0.182
E14000607,health,GP appointments: good overall experience of making an appointment,68.625
E14000607,health,GP appointments: not attended,3.327
E14000607,health,GP appointments: patients enabled to book and cancel online,43.303
E14000607,health,GP appointments: per patient,6
E14000607,health,GP appointments: satisfied with practice appointment times,61.501
E14000607,health,GP appointments: taking place within 14 days of booking,80.385
E14000607,health,GP appointments: taking place within 2 days of booking,46.967
E14000607,health,GPs: electronic prescription items,96.969
E14000607,health,GPs: patients enabled to order repeat prescriptions online,52.709
E14000607,society,EU referendum,0.525137019
E14000607,society,Educational attainment: GCSE A*-C English/Maths,74
E14000607,society,Educational attainment: KS2 Attainment,61
E14000607,society,Educational attainment: KS4 Attainment 8,51.3
E14000607,society,General Election: 12 December 2019,Con
E14000607,society,General Election: 7 May 2015,Con
E14000607,society,General Election: 8 June 2017,Con
E14000607,society,School allocations per pupil (nominal),5179
E14000607,society,School allocations per pupil (real),5179
E14000607,society,Sexuality,90.1
E14000607,transport,Active travel: cycle at least once a month,12.4
E14000607,transport,Active travel: cycle at least once a week,10.2
E14000607,transport,Active travel: cycle three times a week,0
E14000607,transport,Active travel: walk at least once a month,80
E14000607,transport,Active travel: walk at least once a week,71.6
E14000607,transport,Active travel: walk three times a week,45.8
E14000607,transport,Distance travelled to work,3860
E14000607,transport,Road traffic accidents: all,128
E14000607,transport,Road traffic accidents: fatal,24
E14000608,economy,House price wage ratio,11.8919
E14000608,economy,Unemployment,0.0187
E14000608,economy,Wages,39973
E14000608,energy,Efficiency of Housing,69
E14000608,energy,Fuel poverty,9.4
E14000608,environment,City and town classification,Large Town
E14000608,environment,Climate change: drought,3.290848
E14000608,environment,Climate change: heatwaves,21.85177
E14000608,environment,Climate change: rainfall,-0.1021
E14000608,environment,Climate change: rainfall anomaly,0.091033
E14000608,environment,Climate change: temperature,3.416155
E14000608,environment,Climate change: warmest days,7.071571
E14000608,environment,Climate change: wettest days,6.129659
E14000608,health,Disability,0.14
E14000608,health,GP appointments: good overall experience of making an appointment,52.191
E14000608,health,GP appointments: not attended,2.808
E14000608,health,GP appointments: patients enabled to book and cancel online,60.976
E14000608,health,GP appointments: per patient,5.511
E14000608,health,GP appointments: satisfied with practice appointment times,43.126
E14000608,health,GP appointments: taking place within 14 days of booking,80.119
E14000608,health,GP appointments: taking place within 2 days of booking,47.446
E14000608,health,GPs: electronic prescription items,61.361
E14000608,health,GPs: patients enabled to order repeat prescriptions online,60.178
E14000608,society,EU referendum,0.488708672
E14000608,society,Educational attainment: GCSE A*-C English/Maths,77
E14000608,society,Educational attainment: KS2 Attainment,63
E14000608,society,Educational attainment: KS4 Attainment 8,54.1
E14000608,society,General Election: 12 December 2019,Con
E14000608,society,General Election: 7 May 2015,Spk
E14000608,society,General Election: 8 June 2017,Spk
E14000608,society,School allocations per pupil (nominal),5169
E14000608,society,School allocations per pupil (real),5169
E14000608,society,Sexuality,91.5
E14000608,transport,Active travel: cycle at least once a month,12.9
E14000608,transport,Active travel: cycle at least once a week,8.1
E14000608,transport,Active travel: cycle three times a week,0
E14000608,transport,Active travel: walk at least once a month,79.1
E14000608,transport,Active travel: walk at least once a week,71.6
E14000608,transport,Active travel: walk three times a week,42.8
E14000608,transport,Distance travelled to work,2735
E14000608,transport,Road traffic accidents: all,123
E14000608,transport,Road traffic accidents: fatal,36
E14000609,economy,House price wage ratio,4.8387
E14000609,economy,Unemployment,0.061
E14000609,economy,Wages,30932
E14000609,energy,Efficiency of Housing,63
E14000609,energy,Fuel poverty,19.3
E14000609,environment,City and town classification,Village or smaller
E14000609,environment,Climate change: drought,2.563872
E14000609,environment,Climate change: heatwaves,5.22755
E14000609,environment,Climate change: rainfall,-0.06291
E14000609,environment,Climate change: rainfall anomaly,0.317803
E14000609,environment,Climate change: temperature,3.152095
E14000609,environment,Climate change: warmest days,5.90972
E14000609,environment,Climate change: wettest days,8.54311
E14000609,health,Disability,0.206
E14000609,health,GP appointments: good overall experience of making an appointment,47.59
E14000609,health,GP appointments: not attended,6.544
E14000609,health,GP appointments: patients enabled to book and cancel online,45.432
E14000609,health,GP appointments: per patient,4.62
E14000609,health,GP appointments: satisfied with practice appointment times,42.039
E14000609,health,GP appointments: taking place within 14 days of booking,88.211
E14000609,health,GP appointments: taking place within 2 days of booking,45.162
E14000609,health,GPs: electronic prescription items,98.788
E14000609,health,GPs: patients enabled to order repeat prescriptions online,45.715
E14000609,society,EU referendum,0.66612799
E14000609,society,Educational attainment: GCSE A*-C English/Maths,54
E14000609,society,Educational attainment: KS2 Attainment,47
E14000609,society,Educational attainment: KS4 Attainment 8,39.6
E14000609,society,General Election: 12 December 2019,Con
E14000609,society,General Election: 7 May 2015,Lab
E14000609,society,General Election: 8 June 2017,Lab
E14000609,society,School allocations per pupil (nominal),5826
E14000609,society,School allocations per pupil (real),5826
E14000609,society,Sexuality,89.8
E14000609,transport,Active travel: cycle at least once a month,6.9
E14000609,transport,Active travel: cycle at least once a week,0
E14000609,transport,Active travel: cycle three times a week,0
E14000609,transport,Active travel: walk at least once a month,71.1
E14000609,transport,Active travel: walk at least once a week,63.8
E14000609,transport,Active travel: walk three times a week,36.1
E14000609,transport,Distance travelled to work,7291
E14000609,transport,Road traffic accidents: all,152
E14000609,transport,Road traffic accidents: fatal,47
E14000610,economy,House price wage ratio,6.6553
E14000610,economy,Unemployment,0.0364
E14000610,economy,Wages,30706
E14000610,energy,Efficiency of Housing,68
E14000610,energy,Fuel poverty,19.5
E14000610,environment,City and town classification,Small Town
E14000610,environment,Climate change: drought,2.957589
E14000610,environment,Climate change: heatwaves,15.59198
E14000610,environment,Climate change: rainfall,-0.11912
E14000610,environment,Climate change: rainfall anomaly,0.175803
E14000610,environment,Climate change: temperature,3.242528
E14000610,environment,Climate change: warmest days,6.797943
E14000610,environment,Climate change: wettest days,3.42359
E14000610,health,Disability,0.17
E14000610,health,GP appointments: good overall experience of making an appointment,44.912
E14000610,health,GP appointments: not attended,4.299
E14000610,health,GP appointments: patients enabled to book and cancel online,46.59
E14000610,health,GP appointments: per patient,5.345
E14000610,health,GP appointments: satisfied with practice appointment times,42.3
E14000610,health,GP appointments: taking place within 14 days of booking,93.389
E14000610,health,GP appointments: taking place within 2 days of booking,58.43
E14000610,health,GPs: electronic prescription items,85.241
E14000610,health,GPs: patients enabled to order repeat prescriptions online,46.319
E14000610,society,EU referendum,0.647931575
E14000610,society,Educational attainment: GCSE A*-C English/Maths,63
E14000610,society,Educational attainment: KS2 Attainment,59
E14000610,society,Educational attainment: KS4 Attainment 8,44.9
E14000610,society,General Election: 12 December 2019,Con
E14000610,society,General Election: 7 May 2015,Con
E14000610,society,General Election: 8 June 2017,Con
E14000610,society,School allocations per pupil (nominal),5246
E14000610,society,School allocations per pupil (real),5246
E14000610,society,Sexuality,90.1
E14000610,transport,Active travel: cycle at least once a month,12.7
E14000610,transport,Active travel: cycle at least once a week,7.4
E14000610,transport,Active travel: cycle three times a week,0
E14000610,transport,Active travel: walk at least once a month,75.8
E14000610,transport,Active travel: walk at least once a week,69.8
E14000610,transport,Active travel: walk three times a week,39.9
E14000610,transport,Distance travelled to work,9094
E14000610,transport,Road traffic accidents: all,75
E14000610,transport,Road traffic accidents: fatal,26
E14000611,economy,House price wage ratio,7.089
E14000611,economy,Unemployment,0.0456
E14000611,economy,Wages,32202
E14000611,energy,Efficiency of Housing,65
E14000611,energy,Fuel poverty,13.6
E14000611,environment,City and town classification,Village or smaller
E14000611,environment,Climate change: drought,1.779082
E14000611,environment,Climate change: heatwaves,5.708832
E14000611,environment,Climate change: rainfall,0.059209
E14000611,environment,Climate change: rainfall anomaly,0.546167
E14000611,environment,Climate change: temperature,3.155173
E14000611,environment,Climate change: warmest days,5.556936
E14000611,environment,Climate change: wettest days,10.85264
E14000611,health,Disability,0.183
E14000611,health,GP appointments: good overall experience of making an appointment,42.239
E14000611,health,GP appointments: not attended,4.45
E14000611,health,GP appointments: patients enabled to book and cancel online,32.957
E14000611,health,GP appointments: per patient,5.096
E14000611,health,GP appointments: satisfied with practice appointment times,40.102
E14000611,health,GP appointments: taking place within 14 days of booking,85.288
E14000611,health,GP appointments: taking place within 2 days of booking,51.298
E14000611,health,GPs: electronic prescription items,96.699
E14000611,health,GPs: patients enabled to order repeat prescriptions online,35.844
E14000611,society,EU referendum,0.536670312
