PCON24CD,Theme,Title,Value,rank,count
W07000110,society,EU referendum using 2024 consituencies,0.5287268889,330.0,632
W07000110,society,Electorate,70426.0,545.0,649
W07000110,society,Fish and chip shops,21.0,24.0,650
W07000110,society,Foodbanks,1.0,7.0,650
W07000110,society,General Election (notional): 12 December 2019,,,0
W07000110,society,General Election: 4 July 2024,,,0
W07000110,society,Percentage of children affected by two-child limit,9.0,17.0,650
W07000110,society,Population,95639.0,507.0,650
W07000110,society,Population: by age,910.0,316.0,650
W07000110,society,Population: by group,55063.0,504.0,650
W07000110,society,Post offices,16.0,33.0,650
W07000110,society,Pubs,112.0,111.0,650
W07000110,transport,Bus stops,651.0,157.0,632
W07000110,transport,Bus stops per square km,2.2,398.0,632
W07000110,transport,Cars or vans by household,87.9,69.0,575
W07000110,transport,EV: combined charging availability,1026.0,121.0,650
W07000110,transport,EV: home charging,793.0,107.0,650
W07000110,transport,EV: workplace charging points,40.0,168.0,650
W07000110,transport,Rail cancellations,2.3,57.0,632
W07000110,transport,Train stations,6.0,13.0,588
W07000110,transport,Train stations per square km,0.02,174.0,588
W07000110,transport,Tram and metro stops per square km,,,175
E14001559,economy,ATMs: total,79.0,82.0,649
E14001559,economy,Average download speeds,177.3,150.0,650
E14001559,economy,Below universal service obligation,0.0,26.0,650
E14001559,economy,Gigabit availability,84.8,114.0,650
E14001559,economy,House prices,558400.0,28.0,575
E14001559,economy,Receiving over 30 Mbps,87.5,57.0,650
E14001559,economy,Receiving under 10 Mbps,2.5,68.0,650
E14001559,economy,Superfast availability,97.6,24.0,650
E14001559,economy,Total income: median,34400.0,43.0,650
E14001559,economy,Total tax amount,686.0,56.0,650
E14001559,energy,Households off the gas grid,33.9,60.0,632
E14001559,environment,Ancient woodland,0.0,452.0,543
E14001559,environment,Countryside and Rights of Way,0.0,344.0,543
E14001559,environment,Green belt: percentage,,,342
E14001559,environment,Green belt: total,,,342
E14001559,society,Child poverty,37.3,73.0,650
E14001559,society,EU referendum using 2024 consituencies,0.2418874643,618.0,632
E14001559,society,Electorate,69995.0,588.0,649
E14001559,society,Fish and chip shops,8.0,37.0,650
E14001559,society,Foodbanks,2.0,6.0,650
E14001559,society,General Election (notional): 12 December 2019,,,0
E14001559,society,General Election: 4 July 2024,,,0
E14001559,society,Heritage at Risk: all,7.0,44.0,543
E14001559,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001559,society,Heritage at Risk: building or structure,5.0,12.0,543
E14001559,society,Heritage at Risk: conservation area,2.0,8.0,543
E14001559,society,Heritage at Risk: place of worship,0.0,17.0,543
E14001559,society,MPs: Left vs Right,31.738,576.0,614
E14001559,society,Percentage of children affected by two-child limit,12.0,14.0,650
E14001559,society,Population,105263.0,251.0,650
E14001559,society,Population: by age,996.0,264.0,650
E14001559,society,Population: by group,79252.0,63.0,650
E14001559,society,Post offices,13.0,36.0,650
E14001559,society,Pubs,132.0,91.0,650
E14001559,transport,Bus stops,206.0,424.0,632
E14001559,transport,Bus stops per square km,28.37,6.0,632
E14001559,transport,Cars or vans by household,39.1,242.0,575
E14001559,transport,EV: combined charging availability,455.0,361.0,650
E14001559,transport,EV: home charging,109.0,454.0,650
E14001559,transport,EV: workplace charging points,27.0,181.0,650
E14001559,transport,Rail cancellations,3.0,50.0,632
E14001559,transport,Train stations,4.0,15.0,588
E14001559,transport,Train stations per square km,0.551,14.0,588
E14001559,transport,Tram and metro stops per square km,0.96,6.0,175
E14001560,economy,ATMs: total,109.0,52.0,649
E14001560,economy,Average download speeds,163.6,216.0,650
E14001560,economy,Below universal service obligation,0.0,26.0,650
E14001560,economy,Gigabit availability,91.5,58.0,650
E14001560,economy,House prices,220000.0,224.0,575
E14001560,economy,Receiving over 30 Mbps,85.0,82.0,650
E14001560,economy,Receiving under 10 Mbps,3.9,54.0,650
E14001560,economy,Superfast availability,98.1,19.0,650
E14001560,economy,Total income: median,27100.0,111.0,650
E14001560,economy,Total tax amount,251.0,248.0,650
E14001560,energy,Households off the gas grid,5.4,260.0,632
E14001560,environment,Ancient woodland,0.1666,413.0,543
E14001560,environment,Countryside and Rights of Way,0.0,344.0,543
E14001560,environment,Green belt: percentage,51.9,86.0,342
E14001560,environment,Green belt: total,3150.0,139.0,342
E14001560,society,Child poverty,25.3,180.0,650
E14001560,society,EU referendum using 2024 consituencies,0.6173732558,117.0,632
E14001560,society,Electorate,73968.0,263.0,649
E14001560,society,Fish and chip shops,33.0,12.0,650
E14001560,society,Foodbanks,0.0,8.0,650
E14001560,society,General Election (notional): 12 December 2019,,,0
E14001560,society,General Election: 4 July 2024,,,0
E14001560,society,Heritage at Risk: all,6.0,45.0,543
E14001560,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001560,society,Heritage at Risk: building or structure,4.0,13.0,543
E14001560,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001560,society,Heritage at Risk: place of worship,1.0,16.0,543
E14001560,society,MPs: Left vs Right,42.561,269.0,614
E14001560,society,Percentage of children affected by two-child limit,10.0,16.0,650
E14001560,society,Population,107239.0,203.0,650
E14001560,society,Population: by age,1145.0,183.0,650
E14001560,society,Population: by group,65563.0,209.0,650
E14001560,society,Post offices,18.0,31.0,650
E14001560,society,Pubs,211.0,29.0,650
E14001560,transport,Bus stops,745.0,111.0,632
E14001560,transport,Bus stops per square km,12.28,157.0,632
E14001560,transport,Cars or vans by household,81.8,125.0,575
E14001560,transport,EV: combined charging availability,564.0,302.0,650
E14001560,transport,EV: home charging,396.0,269.0,650
E14001560,transport,EV: workplace charging points,98.0,110.0,650
E14001560,transport,Rail cancellations,4.7,33.0,632
E14001560,transport,Train stations,4.0,15.0,588
E14001560,transport,Train stations per square km,0.066,131.0,588
E14001560,transport,Tram and metro stops per square km,,,175
E14001561,economy,ATMs: total,88.0,73.0,649
E14001561,economy,Average download speeds,199.6,53.0,650
E14001561,economy,Below universal service obligation,0.0,26.0,650
E14001561,economy,Gigabit availability,94.7,28.0,650
E14001561,economy,House prices,180000.0,260.0,575
E14001561,economy,Receiving over 30 Mbps,91.8,14.0,650
E14001561,economy,Receiving under 10 Mbps,2.0,73.0,650
E14001561,economy,Superfast availability,99.6,4.0,650
E14001561,economy,Total income: median,25400.0,128.0,650
E14001561,economy,Total tax amount,175.0,322.0,650
E14001561,energy,Households off the gas grid,5.3,261.0,632
E14001561,environment,Ancient woodland,0.0,452.0,543
E14001561,environment,Countryside and Rights of Way,0.9675,111.0,543
E14001561,environment,Green belt: percentage,21.6,165.0,342
E14001561,environment,Green belt: total,550.0,214.0,342
E14001561,society,Child poverty,37.1,75.0,650
E14001561,society,EU referendum using 2024 consituencies,0.5309346215,325.0,632
E14001561,society,Electorate,73054.0,327.0,649
E14001561,society,Fish and chip shops,11.0,34.0,650
E14001561,society,Foodbanks,1.0,7.0,650
E14001561,society,General Election (notional): 12 December 2019,,,0
E14001561,society,General Election: 4 July 2024,,,0
E14001561,society,Heritage at Risk: all,5.0,46.0,543
E14001561,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001561,society,Heritage at Risk: building or structure,1.0,16.0,543
E14001561,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001561,society,Heritage at Risk: place of worship,4.0,13.0,543
E14001561,society,MPs: Left vs Right,42.739,261.0,614
E14001561,society,Percentage of children affected by two-child limit,13.0,13.0,650
E14001561,society,Population,96852.0,466.0,650
E14001561,society,Population: by age,918.0,311.0,650
E14001561,society,Population: by group,56362.0,454.0,650
E14001561,society,Post offices,7.0,42.0,650
E14001561,society,Pubs,67.0,156.0,650
E14001561,transport,Bus stops,462.0,307.0,632
E14001561,transport,Bus stops per square km,18.08,62.0,632
E14001561,transport,Cars or vans by household,79.9,136.0,575
E14001561,transport,EV: combined charging availability,337.0,435.0,650
E14001561,transport,EV: home charging,260.0,365.0,650
E14001561,transport,EV: workplace charging points,30.0,178.0,650
E14001561,transport,Rail cancellations,4.4,36.0,632
E14001561,transport,Train stations,5.0,14.0,588
E14001561,transport,Train stations per square km,0.196,60.0,588
E14001561,transport,Tram and metro stops per square km,,,175
E14001562,economy,ATMs: total,130.0,32.0,649
E14001562,economy,Average download speeds,148.8,280.0,650
E14001562,economy,Below universal service obligation,0.0,26.0,650
E14001562,economy,Gigabit availability,84.4,117.0,650
E14001562,economy,House prices,180000.0,260.0,575
E14001562,economy,Receiving over 30 Mbps,88.8,44.0,650
E14001562,economy,Receiving under 10 Mbps,2.7,66.0,650
E14001562,economy,Superfast availability,98.9,11.0,650
E14001562,economy,Total income: median,24200.0,140.0,650
E14001562,economy,Total tax amount,142.0,350.0,650
E14001562,energy,Households off the gas grid,9.9,216.0,632
E14001562,environment,Ancient woodland,0.0,452.0,543
E14001562,environment,Countryside and Rights of Way,0.0,344.0,543
E14001562,environment,Green belt: percentage,24.0,154.0,342
E14001562,environment,Green belt: total,770.0,202.0,342
E14001562,society,Child poverty,49.1,17.0,650
E14001562,society,EU referendum using 2024 consituencies,0.6495343466,68.0,632
E14001562,society,Electorate,74866.0,202.0,649
E14001562,society,Fish and chip shops,26.0,19.0,650
E14001562,society,Foodbanks,1.0,7.0,650
E14001562,society,General Election (notional): 12 December 2019,,,0
E14001562,society,General Election: 4 July 2024,,,0
E14001562,society,Heritage at Risk: all,7.0,44.0,543
E14001562,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001562,society,Heritage at Risk: building or structure,0.0,17.0,543
E14001562,society,Heritage at Risk: conservation area,6.0,4.0,543
E14001562,society,Heritage at Risk: place of worship,1.0,16.0,543
E14001562,society,MPs: Left vs Right,39.785,378.0,614
E14001562,society,Percentage of children affected by two-child limit,19.0,7.0,650
E14001562,society,Population,118282.0,71.0,650
E14001562,society,Population: by age,1667.0,29.0,650
E14001562,society,Population: by group,70249.0,136.0,650
E14001562,society,Post offices,12.0,37.0,650
E14001562,society,Pubs,103.0,120.0,650
E14001562,transport,Bus stops,589.0,208.0,632
E14001562,transport,Bus stops per square km,18.37,57.0,632
E14001562,transport,Cars or vans by household,76.2,165.0,575
E14001562,transport,EV: combined charging availability,411.0,388.0,650
E14001562,transport,EV: home charging,294.0,342.0,650
E14001562,transport,EV: workplace charging points,70.0,138.0,650
E14001562,transport,Rail cancellations,0.5,75.0,632
E14001562,transport,Train stations,3.0,16.0,588
E14001562,transport,Train stations per square km,0.094,108.0,588
E14001562,transport,Tram and metro stops per square km,,,175
E14001563,economy,ATMs: total,86.0,75.0,649
E14001563,economy,Average download speeds,188.0,93.0,650
E14001563,economy,Below universal service obligation,0.0,26.0,650
E14001563,economy,Gigabit availability,91.9,54.0,650
E14001563,economy,House prices,510000.0,44.0,575
E14001563,economy,Receiving over 30 Mbps,88.4,48.0,650
E14001563,economy,Receiving under 10 Mbps,3.1,62.0,650
E14001563,economy,Superfast availability,97.3,27.0,650
E14001563,economy,Total income: median,33600.0,50.0,650
E14001563,economy,Total tax amount,439.0,124.0,650
E14001563,energy,Households off the gas grid,17.6,150.0,632
E14001563,environment,Ancient woodland,1.9952,185.0,543
E14001563,environment,Countryside and Rights of Way,2.6191,60.0,543
E14001563,environment,Green belt: percentage,22.6,159.0,342
E14001563,environment,Green belt: total,370.0,228.0,342
E14001563,society,Child poverty,37.8,68.0,650
E14001563,society,EU referendum using 2024 consituencies,0.35945674,572.0,632
E14001563,society,Electorate,70867.0,508.0,649
E14001563,society,Fish and chip shops,13.0,32.0,650
E14001563,society,Foodbanks,2.0,6.0,650
E14001563,society,General Election (notional): 12 December 2019,,,0
E14001563,society,General Election: 4 July 2024,,,0
E14001563,society,Heritage at Risk: all,3.0,48.0,543
E14001563,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001563,society,Heritage at Risk: building or structure,2.0,15.0,543
E14001563,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001563,society,Heritage at Risk: place of worship,1.0,16.0,543
E14001563,society,MPs: Left vs Right,40.835,327.0,614
E14001563,society,Percentage of children affected by two-child limit,12.0,14.0,650
E14001563,society,Population,121662.0,52.0,650
E14001563,society,Population: by age,1947.0,8.0,650
E14001563,society,Population: by group,83492.0,37.0,650
E14001563,society,Post offices,10.0,39.0,650
E14001563,society,Pubs,67.0,156.0,650
E14001563,transport,Bus stops,218.0,422.0,632
E14001563,transport,Bus stops per square km,13.47,140.0,632
E14001563,transport,Cars or vans by household,60.9,220.0,575
E14001563,transport,EV: combined charging availability,622.0,275.0,650
E14001563,transport,EV: home charging,176.0,421.0,650
E14001563,transport,EV: workplace charging points,20.0,188.0,650
E14001563,transport,Rail cancellations,1.9,61.0,632
E14001563,transport,Train stations,6.0,13.0,588
E14001563,transport,Train stations per square km,0.371,25.0,588
E14001563,transport,Tram and metro stops per square km,0.12,46.0,175
E14001564,economy,ATMs: total,51.0,110.0,649
E14001564,economy,Average download speeds,173.5,168.0,650
E14001564,economy,Below universal service obligation,0.0,26.0,650
E14001564,economy,Gigabit availability,89.0,80.0,650
E14001564,economy,House prices,221250.0,223.0,575
E14001564,economy,Receiving over 30 Mbps,89.9,33.0,650
E14001564,economy,Receiving under 10 Mbps,3.4,59.0,650
E14001564,economy,Superfast availability,98.8,12.0,650
E14001564,economy,Total income: median,26800.0,114.0,650
E14001564,economy,Total tax amount,236.0,262.0,650
E14001564,energy,Households off the gas grid,4.3,271.0,632
E14001564,environment,Ancient woodland,0.0425,442.0,543
E14001564,environment,Countryside and Rights of Way,0.0466,251.0,543
E14001564,environment,Green belt: percentage,65.0,48.0,342
E14001564,environment,Green belt: total,5930.0,87.0,342
E14001564,society,Child poverty,32.8,109.0,650
E14001564,society,EU referendum using 2024 consituencies,0.5778511013,211.0,632
E14001564,society,Electorate,72350.0,372.0,649
E14001564,society,Fish and chip shops,14.0,31.0,650
E14001564,society,Foodbanks,1.0,7.0,650
E14001564,society,General Election (notional): 12 December 2019,,,0
E14001564,society,General Election: 4 July 2024,,,0
E14001564,society,Heritage at Risk: all,3.0,48.0,543
E14001564,society,Heritage at Risk: archaeology,1.0,35.0,543
E14001564,society,Heritage at Risk: building or structure,0.0,17.0,543
E14001564,society,Heritage at Risk: conservation area,2.0,8.0,543
E14001564,society,Heritage at Risk: place of worship,0.0,17.0,543
E14001564,society,MPs: Left vs Right,33.212,563.0,614
E14001564,society,Percentage of children affected by two-child limit,9.0,17.0,650
E14001564,society,Population,96005.0,489.0,650
E14001564,society,Population: by age,879.0,343.0,650
E14001564,society,Population: by group,57766.0,407.0,650
E14001564,society,Post offices,15.0,34.0,650
E14001564,society,Pubs,87.0,136.0,650
E14001564,transport,Bus stops,587.0,209.0,632
E14001564,transport,Bus stops per square km,6.43,263.0,632
E14001564,transport,Cars or vans by household,85.8,87.0,575
E14001564,transport,EV: combined charging availability,1127.0,92.0,650
E14001564,transport,EV: home charging,865.0,85.0,650
E14001564,transport,EV: workplace charging points,212.0,27.0,650
E14001564,transport,Rail cancellations,6.8,13.0,632
E14001564,transport,Train stations,3.0,16.0,588
E14001564,transport,Train stations per square km,0.033,161.0,588
E14001564,transport,Tram and metro stops per square km,,,175
E14001565,economy,ATMs: total,92.0,69.0,649
E14001565,economy,Average download speeds,178.9,141.0,650
E14001565,economy,Below universal service obligation,0.0,26.0,650
E14001565,economy,Gigabit availability,86.9,98.0,650
E14001565,economy,House prices,273250.0,177.0,575
E14001565,economy,Receiving over 30 Mbps,89.7,35.0,650
E14001565,economy,Receiving under 10 Mbps,2.2,71.0,650
E14001565,economy,Superfast availability,98.2,18.0,650
E14001565,economy,Total income: median,29200.0,90.0,650
E14001565,economy,Total tax amount,375.0,152.0,650
E14001565,energy,Households off the gas grid,4.7,267.0,632
E14001565,environment,Ancient woodland,0.3599,372.0,543
E14001565,environment,Countryside and Rights of Way,0.1219,212.0,543
E14001565,environment,Green belt: percentage,55.5,78.0,342
E14001565,environment,Green belt: total,4020.0,116.0,342
E14001565,society,Child poverty,25.5,178.0,650
E14001565,society,EU referendum using 2024 consituencies,0.5270555143,332.0,632
E14001565,society,Electorate,76639.0,51.0,649
E14001565,society,Fish and chip shops,8.0,37.0,650
E14001565,society,Foodbanks,0.0,8.0,650
E14001565,society,General Election (notional): 12 December 2019,,,0
E14001565,society,General Election: 4 July 2024,,,0
E14001565,society,Heritage at Risk: all,5.0,46.0,543
E14001565,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001565,society,Heritage at Risk: building or structure,1.0,16.0,543
E14001565,society,Heritage at Risk: conservation area,2.0,8.0,543
E14001565,society,Heritage at Risk: place of worship,2.0,15.0,543
E14001565,society,MPs: Left vs Right,33.928,551.0,614
E14001565,society,Percentage of children affected by two-child limit,6.0,20.0,650
E14001565,society,Population,102699.0,304.0,650
E14001565,society,Population: by age,1003.0,261.0,650
E14001565,society,Population: by group,62160.0,279.0,650
E14001565,society,Post offices,13.0,36.0,650
E14001565,society,Pubs,142.0,81.0,650
E14001565,transport,Bus stops,490.0,285.0,632
E14001565,transport,Bus stops per square km,6.75,255.0,632
E14001565,transport,Cars or vans by household,89.2,56.0,575
E14001565,transport,EV: combined charging availability,963.0,140.0,650
E14001565,transport,EV: home charging,686.0,142.0,650
E14001565,transport,EV: workplace charging points,168.0,50.0,650
E14001565,transport,Rail cancellations,6.4,16.0,632
E14001565,transport,Train stations,4.0,15.0,588
E14001565,transport,Train stations per square km,0.055,141.0,588
E14001565,transport,Tram and metro stops per square km,,,175
E14001566,economy,ATMs: total,100.0,61.0,649
E14001566,economy,Average download speeds,164.7,209.0,650
E14001566,economy,Below universal service obligation,0.0,26.0,650
E14001566,economy,Gigabit availability,79.3,155.0,650
E14001566,economy,House prices,336997.5,128.0,575
E14001566,economy,Receiving over 30 Mbps,91.9,13.0,650
E14001566,economy,Receiving under 10 Mbps,2.2,71.0,650
E14001566,economy,Superfast availability,99.3,7.0,650
E14001566,economy,Total income: median,30000.0,82.0,650
E14001566,economy,Total tax amount,437.0,125.0,650
E14001566,energy,Households off the gas grid,11.7,200.0,632
E14001566,environment,Ancient woodland,2.0288,182.0,543
E14001566,environment,Countryside and Rights of Way,0.0,344.0,543
E14001566,environment,Green belt: percentage,32.5,135.0,342
E14001566,environment,Green belt: total,2900.0,144.0,342
E14001566,society,Child poverty,22.8,204.0,650
E14001566,society,EU referendum using 2024 consituencies,0.4194017686,516.0,632
E14001566,society,Electorate,75440.0,158.0,649
E14001566,society,Fish and chip shops,13.0,32.0,650
E14001566,society,Foodbanks,1.0,7.0,650
E14001566,society,General Election (notional): 12 December 2019,,,0
E14001566,society,General Election: 4 July 2024,,,0
E14001566,society,Heritage at Risk: all,8.0,43.0,543
E14001566,society,Heritage at Risk: archaeology,2.0,34.0,543
E14001566,society,Heritage at Risk: building or structure,2.0,15.0,543
E14001566,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001566,society,Heritage at Risk: place of worship,3.0,14.0,543
E14001566,society,MPs: Left vs Right,36.066,513.0,614
E14001566,society,Percentage of children affected by two-child limit,6.0,20.0,650
E14001566,society,Population,107448.0,199.0,650
E14001566,society,Population: by age,1096.0,211.0,650
E14001566,society,Population: by group,68862.0,142.0,650
E14001566,society,Post offices,10.0,39.0,650
E14001566,society,Pubs,124.0,99.0,650
E14001566,transport,Bus stops,548.0,240.0,632
E14001566,transport,Bus stops per square km,6.13,273.0,632
E14001566,transport,Cars or vans by household,86.0,85.0,575
E14001566,transport,EV: combined charging availability,723.0,224.0,650
E14001566,transport,EV: home charging,535.0,198.0,650
E14001566,transport,EV: workplace charging points,81.0,127.0,650
E14001566,transport,Rail cancellations,2.1,59.0,632
E14001566,transport,Train stations,2.0,17.0,588
E14001566,transport,Train stations per square km,0.022,172.0,588
E14001566,transport,Tram and metro stops per square km,,,175
E14001567,economy,ATMs: total,95.0,66.0,649
E14001567,economy,Average download speeds,150.5,273.0,650
E14001567,economy,Below universal service obligation,0.1,25.0,650
E14001567,economy,Gigabit availability,80.8,142.0,650
E14001567,economy,House prices,130000.0,296.0,575
E14001567,economy,Receiving over 30 Mbps,86.1,71.0,650
E14001567,economy,Receiving under 10 Mbps,3.5,58.0,650
E14001567,economy,Superfast availability,97.1,29.0,650
E14001567,economy,Total income: median,25100.0,131.0,650
E14001567,economy,Total tax amount,155.0,340.0,650
E14001567,energy,Households off the gas grid,1.6,295.0,632
E14001567,environment,Ancient woodland,2.2058,169.0,543
E14001567,environment,Countryside and Rights of Way,0.0234,273.0,543
E14001567,environment,Green belt: percentage,44.3,106.0,342
E14001567,environment,Green belt: total,3070.0,142.0,342
E14001567,society,Child poverty,29.2,144.0,650
E14001567,society,EU referendum using 2024 consituencies,0.632502046,92.0,632
E14001567,society,Electorate,71775.0,416.0,649
E14001567,society,Fish and chip shops,12.0,33.0,650
E14001567,society,Foodbanks,1.0,7.0,650
E14001567,society,General Election (notional): 12 December 2019,,,0
E14001567,society,General Election: 4 July 2024,,,0
E14001567,society,Heritage at Risk: all,7.0,44.0,543
E14001567,society,Heritage at Risk: archaeology,1.0,35.0,543
E14001567,society,Heritage at Risk: building or structure,4.0,13.0,543
E14001567,society,Heritage at Risk: conservation area,1.0,9.0,543
E14001567,society,Heritage at Risk: place of worship,1.0,16.0,543
E14001567,society,MPs: Left vs Right,40.12,359.0,614
E14001567,society,Percentage of children affected by two-child limit,12.0,14.0,650
E14001567,society,Population,94766.0,533.0,650
E14001567,society,Population: by age,904.0,322.0,650
E14001567,society,Population: by group,55164.0,499.0,650
E14001567,society,Post offices,16.0,33.0,650
E14001567,society,Pubs,87.0,136.0,650
E14001567,transport,Bus stops,613.0,188.0,632
E14001567,transport,Bus stops per square km,8.82,213.0,632
E14001567,transport,Cars or vans by household,76.8,160.0,575
E14001567,transport,EV: combined charging availability,745.0,211.0,650
E14001567,transport,EV: home charging,499.0,221.0,650
E14001567,transport,EV: workplace charging points,116.0,95.0,650
E14001567,transport,Rail cancellations,0.0,80.0,632
E14001567,transport,Train stations,,,588
E14001567,transport,Train stations per square km,,,588
E14001567,transport,Tram and metro stops per square km,,,175
E14001568,economy,ATMs: total,98.0,63.0,649
E14001568,economy,Average download speeds,201.7,46.0,650
E14001568,economy,Below universal service obligation,0.0,26.0,650
E14001568,economy,Gigabit availability,91.7,56.0,650
E14001568,economy,House prices,400000.0,86.0,575
E14001568,economy,Receiving over 30 Mbps,93.0,4.0,650
E14001568,economy,Receiving under 10 Mbps,2.2,71.0,650
E14001568,economy,Superfast availability,99.6,4.0,650
E14001568,economy,Total income: median,32500.0,59.0,650
E14001568,economy,Total tax amount,459.0,114.0,650
E14001568,energy,Households off the gas grid,15.4,167.0,632
E14001568,environment,Ancient woodland,0.3875,365.0,543
E14001568,environment,Countryside and Rights of Way,0.0626,240.0,543
E14001568,environment,Green belt: percentage,22.0,163.0,342
E14001568,environment,Green belt: total,540.0,215.0,342
E14001568,society,Child poverty,19.0,237.0,650
E14001568,society,EU referendum using 2024 consituencies,0.5046187406,389.0,632
E14001568,society,Electorate,70576.0,533.0,649
E14001568,society,Fish and chip shops,7.0,38.0,650
E14001568,society,Foodbanks,1.0,7.0,650
E14001568,society,General Election (notional): 12 December 2019,,,0
E14001568,society,General Election: 4 July 2024,,,0
E14001568,society,Heritage at Risk: all,1.0,50.0,543
E14001568,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001568,society,Heritage at Risk: building or structure,1.0,16.0,543
E14001568,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001568,society,Heritage at Risk: place of worship,0.0,17.0,543
E14001568,society,MPs: Left vs Right,41.839,287.0,614
E14001568,society,Percentage of children affected by two-child limit,8.0,18.0,650
E14001568,society,Population,110956.0,142.0,650
E14001568,society,Population: by age,1469.0,63.0,650
E14001568,society,Population: by group,70556.0,130.0,650
E14001568,society,Post offices,9.0,40.0,650
E14001568,society,Pubs,54.0,169.0,650
E14001568,transport,Bus stops,368.0,362.0,632
E14001568,transport,Bus stops per square km,15.08,119.0,632
E14001568,transport,Cars or vans by household,84.7,97.0,575
E14001568,transport,EV: combined charging availability,1055.0,112.0,650
E14001568,transport,EV: home charging,453.0,242.0,650
E14001568,transport,EV: workplace charging points,104.0,105.0,650
E14001568,transport,Rail cancellations,3.0,50.0,632
E14001568,transport,Train stations,7.0,12.0,588
E14001568,transport,Train stations per square km,0.287,35.0,588
E14001568,transport,Tram and metro stops per square km,0.04,53.0,175
E14001569,economy,ATMs: total,33.0,128.0,649
E14001569,economy,Average download speeds,100.6,429.0,650
E14001569,economy,Below universal service obligation,0.6,20.0,650
E14001569,economy,Gigabit availability,46.8,297.0,650
E14001569,economy,House prices,335000.0,129.0,575
E14001569,economy,Receiving over 30 Mbps,79.9,131.0,650
E14001569,economy,Receiving under 10 Mbps,4.8,45.0,650
E14001569,economy,Superfast availability,94.5,53.0,650
E14001569,economy,Total income: median,27800.0,104.0,650
E14001569,economy,Total tax amount,272.0,233.0,650
E14001569,energy,Households off the gas grid,63.9,5.0,632
E14001569,environment,Ancient woodland,0.756,317.0,543
E14001569,environment,Countryside and Rights of Way,0.2405,175.0,543
E14001569,environment,Green belt: percentage,,,342
E14001569,environment,Green belt: total,,,342
E14001569,society,Child poverty,21.4,216.0,650
E14001569,society,EU referendum using 2024 consituencies,0.5563442901,266.0,632
E14001569,society,Electorate,70540.0,536.0,649
E14001569,society,Fish and chip shops,20.0,25.0,650
E14001569,society,Foodbanks,1.0,7.0,650
E14001569,society,General Election (notional): 12 December 2019,,,0
E14001569,society,General Election: 4 July 2024,,,0
E14001569,society,Heritage at Risk: all,12.0,39.0,543
E14001569,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001569,society,Heritage at Risk: building or structure,6.0,11.0,543
E14001569,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001569,society,Heritage at Risk: place of worship,6.0,11.0,543
E14001569,society,MPs: Left vs Right,30.764,581.0,614
E14001569,society,Percentage of children affected by two-child limit,8.0,18.0,650
E14001569,society,Population,89618.0,630.0,650
E14001569,society,Population: by age,622.0,458.0,650
E14001569,society,Population: by group,48204.0,629.0,650
E14001569,society,Post offices,33.0,16.0,650
E14001569,society,Pubs,151.0,72.0,650
E14001569,transport,Bus stops,970.0,39.0,632
E14001569,transport,Bus stops per square km,0.98,475.0,632
E14001569,transport,Cars or vans by household,93.2,17.0,575
E14001569,transport,EV: combined charging availability,1238.0,68.0,650
E14001569,transport,EV: home charging,998.0,60.0,650
E14001569,transport,EV: workplace charging points,184.0,38.0,650
E14001569,transport,Rail cancellations,0.9,71.0,632
E14001569,transport,Train stations,3.0,16.0,588
E14001569,transport,Train stations per square km,0.003,191.0,588
E14001569,transport,Tram and metro stops per square km,,,175
E14001570,economy,ATMs: total,18.0,138.0,649
E14001570,economy,Average download speeds,107.2,415.0,650
E14001570,economy,Below universal service obligation,0.9,17.0,650
E14001570,economy,Gigabit availability,48.1,292.0,650
E14001570,economy,House prices,437500.0,68.0,575
E14001570,economy,Receiving over 30 Mbps,77.2,152.0,650
E14001570,economy,Receiving under 10 Mbps,7.1,24.0,650
E14001570,economy,Superfast availability,87.2,97.0,650
E14001570,economy,Total income: median,31300.0,69.0,650
E14001570,economy,Total tax amount,527.0,86.0,650
E14001570,energy,Households off the gas grid,35.1,54.0,632
E14001570,environment,Ancient woodland,10.3723,16.0,543
E14001570,environment,Countryside and Rights of Way,0.0167,283.0,543
E14001570,environment,Green belt: percentage,0.7,252.0,342
E14001570,environment,Green belt: total,530.0,216.0,342
E14001570,society,Child poverty,28.6,150.0,650
E14001570,society,EU referendum using 2024 consituencies,0.5601786187,255.0,632
E14001570,society,Electorate,70110.0,571.0,649
E14001570,society,Fish and chip shops,7.0,38.0,650
E14001570,society,Foodbanks,0.0,8.0,650
E14001570,society,General Election (notional): 12 December 2019,,,0
E14001570,society,General Election: 4 July 2024,,,0
E14001570,society,Heritage at Risk: all,5.0,46.0,543
E14001570,society,Heritage at Risk: archaeology,1.0,35.0,543
